pair_id,entity,entity_label,polymarket_market_id,polymarket_ticker,polymarket_title,kalshi_ticker,kalshi_title,kalshi_subtitle,polymarket_strike_floor,polymarket_strike_bound,polymarket_relation,kalshi_strike_floor,kalshi_strike_bound,kalshi_relation,strike_gap,close_time_utc,close_ms,close_delta_ms,polymarket_settlement_index,kalshi_settlement_index,polymarket_quote_currency,kalshi_quote_currency,polymarket_functional_kind,polymarket_window_ms,polymarket_window_position,kalshi_functional_kind,kalshi_window_ms,kalshi_window_position,polymarket_resolver,kalshi_resolver,score_total,failed_gates,caveat_index_basis,caveat_quote_currency_basis,caveat_measurement_window_basis,caveat_threshold
polymarket:3719559|kalshi:KXBTCD-26AUG1909-T62599.99,crypto:btc,Bitcoin,3719559,bitcoin-above-62600-on-august-19-2026-9am-et,"Bitcoin above 62,600 on August 19, 9AM ET?",KXBTCD-26AUG1909-T62599.99,"Bitcoin price on Aug 19, 2026?","$62,600 or above",62600,exclusive,above,62599.99,exclusive,above,0.01,2026-08-19T13:00:00Z,1787144400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (62599.99 vs 62600 on a 0.01 grid), so any settled value in (62599.99, 62600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743250|kalshi:KXBTCD-26AUG2010-T70999.99,crypto:btc,Bitcoin,3743250,bitcoin-above-71000-on-august-20-2026-10am-et,"Bitcoin above 71,000 on August 20, 10AM ET?",KXBTCD-26AUG2010-T70999.99,"Bitcoin price on Aug 20, 2026?","$71,000 or above",71000,exclusive,above,70999.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (70999.99 vs 71000 on a 0.01 grid), so any settled value in (70999.99, 71000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743249|kalshi:KXBTCD-26AUG2010-T71199.99,crypto:btc,Bitcoin,3743249,bitcoin-above-71200-on-august-20-2026-10am-et,"Bitcoin above 71,200 on August 20, 10AM ET?",KXBTCD-26AUG2010-T71199.99,"Bitcoin price on Aug 20, 2026?","$71,200 or above",71200,exclusive,above,71199.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71199.99 vs 71200 on a 0.01 grid), so any settled value in (71199.99, 71200] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743248|kalshi:KXBTCD-26AUG2010-T71399.99,crypto:btc,Bitcoin,3743248,bitcoin-above-71400-on-august-20-2026-10am-et,"Bitcoin above 71,400 on August 20, 10AM ET?",KXBTCD-26AUG2010-T71399.99,"Bitcoin price on Aug 20, 2026?","$71,400 or above",71400,exclusive,above,71399.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71399.99 vs 71400 on a 0.01 grid), so any settled value in (71399.99, 71400] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743247|kalshi:KXBTCD-26AUG2010-T71599.99,crypto:btc,Bitcoin,3743247,bitcoin-above-71600-on-august-20-2026-10am-et,"Bitcoin above 71,600 on August 20, 10AM ET?",KXBTCD-26AUG2010-T71599.99,"Bitcoin price on Aug 20, 2026?","$71,600 or above",71600,exclusive,above,71599.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71599.99 vs 71600 on a 0.01 grid), so any settled value in (71599.99, 71600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743246|kalshi:KXBTCD-26AUG2010-T71999.99,crypto:btc,Bitcoin,3743246,bitcoin-above-72000-on-august-20-2026-10am-et,"Bitcoin above 72,000 on August 20, 10AM ET?",KXBTCD-26AUG2010-T71999.99,"Bitcoin price on Aug 20, 2026?","$72,000 or above",72000,exclusive,above,71999.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71999.99 vs 72000 on a 0.01 grid), so any settled value in (71999.99, 72000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743245|kalshi:KXBTCD-26AUG2010-T72199.99,crypto:btc,Bitcoin,3743245,bitcoin-above-72200-on-august-20-2026-10am-et,"Bitcoin above 72,200 on August 20, 10AM ET?",KXBTCD-26AUG2010-T72199.99,"Bitcoin price on Aug 20, 2026?","$72,200 or above",72200,exclusive,above,72199.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72199.99 vs 72200 on a 0.01 grid), so any settled value in (72199.99, 72200] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743244|kalshi:KXBTCD-26AUG2010-T72399.99,crypto:btc,Bitcoin,3743244,bitcoin-above-72400-on-august-20-2026-10am-et,"Bitcoin above 72,400 on August 20, 10AM ET?",KXBTCD-26AUG2010-T72399.99,"Bitcoin price on Aug 20, 2026?","$72,400 or above",72400,exclusive,above,72399.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72399.99 vs 72400 on a 0.01 grid), so any settled value in (72399.99, 72400] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743243|kalshi:KXBTCD-26AUG2010-T72599.99,crypto:btc,Bitcoin,3743243,bitcoin-above-72600-on-august-20-2026-10am-et,"Bitcoin above 72,600 on August 20, 10AM ET?",KXBTCD-26AUG2010-T72599.99,"Bitcoin price on Aug 20, 2026?","$72,600 or above",72600,exclusive,above,72599.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72599.99 vs 72600 on a 0.01 grid), so any settled value in (72599.99, 72600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743242|kalshi:KXBTCD-26AUG2010-T72799.99,crypto:btc,Bitcoin,3743242,bitcoin-above-72800-on-august-20-2026-10am-et,"Bitcoin above 72,800 on August 20, 10AM ET?",KXBTCD-26AUG2010-T72799.99,"Bitcoin price on Aug 20, 2026?","$72,800 or above",72800,exclusive,above,72799.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72799.99 vs 72800 on a 0.01 grid), so any settled value in (72799.99, 72800] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743241|kalshi:KXBTCD-26AUG2010-T72999.99,crypto:btc,Bitcoin,3743241,bitcoin-above-73000-on-august-20-2026-10am-et,"Bitcoin above 73,000 on August 20, 10AM ET?",KXBTCD-26AUG2010-T72999.99,"Bitcoin price on Aug 20, 2026?","$73,000 or above",73000,exclusive,above,72999.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72999.99 vs 73000 on a 0.01 grid), so any settled value in (72999.99, 73000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3743240|kalshi:KXBTCD-26AUG2010-T73199.99,crypto:btc,Bitcoin,3743240,bitcoin-above-73200-on-august-20-2026-10am-et,"Bitcoin above 73,200 on August 20, 10AM ET?",KXBTCD-26AUG2010-T73199.99,"Bitcoin price on Aug 20, 2026?","$73,200 or above",73200,exclusive,above,73199.99,exclusive,above,0.01,2026-08-20T14:00:00Z,1787234400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (73199.99 vs 73200 on a 0.01 grid), so any settled value in (73199.99, 73200] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747920|kalshi:KXBTCD-26AUG2015-T70799.99,crypto:btc,Bitcoin,3747920,bitcoin-above-70800-on-august-20-2026-3pm-et,"Bitcoin above 70,800 on August 20, 3PM ET?",KXBTCD-26AUG2015-T70799.99,"Bitcoin price on Aug 20, 2026?","$70,800 or above",70800,exclusive,above,70799.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (70799.99 vs 70800 on a 0.01 grid), so any settled value in (70799.99, 70800] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747919|kalshi:KXBTCD-26AUG2015-T70999.99,crypto:btc,Bitcoin,3747919,bitcoin-above-71000-on-august-20-2026-3pm-et,"Bitcoin above 71,000 on August 20, 3PM ET?",KXBTCD-26AUG2015-T70999.99,"Bitcoin price on Aug 20, 2026?","$71,000 or above",71000,exclusive,above,70999.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (70999.99 vs 71000 on a 0.01 grid), so any settled value in (70999.99, 71000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747918|kalshi:KXBTCD-26AUG2015-T71199.99,crypto:btc,Bitcoin,3747918,bitcoin-above-71200-on-august-20-2026-3pm-et,"Bitcoin above 71,200 on August 20, 3PM ET?",KXBTCD-26AUG2015-T71199.99,"Bitcoin price on Aug 20, 2026?","$71,200 or above",71200,exclusive,above,71199.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71199.99 vs 71200 on a 0.01 grid), so any settled value in (71199.99, 71200] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747917|kalshi:KXBTCD-26AUG2015-T71399.99,crypto:btc,Bitcoin,3747917,bitcoin-above-71400-on-august-20-2026-3pm-et,"Bitcoin above 71,400 on August 20, 3PM ET?",KXBTCD-26AUG2015-T71399.99,"Bitcoin price on Aug 20, 2026?","$71,400 or above",71400,exclusive,above,71399.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71399.99 vs 71400 on a 0.01 grid), so any settled value in (71399.99, 71400] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747916|kalshi:KXBTCD-26AUG2015-T71599.99,crypto:btc,Bitcoin,3747916,bitcoin-above-71600-on-august-20-2026-3pm-et,"Bitcoin above 71,600 on August 20, 3PM ET?",KXBTCD-26AUG2015-T71599.99,"Bitcoin price on Aug 20, 2026?","$71,600 or above",71600,exclusive,above,71599.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71599.99 vs 71600 on a 0.01 grid), so any settled value in (71599.99, 71600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747915|kalshi:KXBTCD-26AUG2015-T71799.99,crypto:btc,Bitcoin,3747915,bitcoin-above-71800-on-august-20-2026-3pm-et,"Bitcoin above 71,800 on August 20, 3PM ET?",KXBTCD-26AUG2015-T71799.99,"Bitcoin price on Aug 20, 2026?","$71,800 or above",71800,exclusive,above,71799.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71799.99 vs 71800 on a 0.01 grid), so any settled value in (71799.99, 71800] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747914|kalshi:KXBTCD-26AUG2015-T71999.99,crypto:btc,Bitcoin,3747914,bitcoin-above-72000-on-august-20-2026-3pm-et,"Bitcoin above 72,000 on August 20, 3PM ET?",KXBTCD-26AUG2015-T71999.99,"Bitcoin price on Aug 20, 2026?","$72,000 or above",72000,exclusive,above,71999.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (71999.99 vs 72000 on a 0.01 grid), so any settled value in (71999.99, 72000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747913|kalshi:KXBTCD-26AUG2015-T72199.99,crypto:btc,Bitcoin,3747913,bitcoin-above-72200-on-august-20-2026-3pm-et,"Bitcoin above 72,200 on August 20, 3PM ET?",KXBTCD-26AUG2015-T72199.99,"Bitcoin price on Aug 20, 2026?","$72,200 or above",72200,exclusive,above,72199.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72199.99 vs 72200 on a 0.01 grid), so any settled value in (72199.99, 72200] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747912|kalshi:KXBTCD-26AUG2015-T72399.99,crypto:btc,Bitcoin,3747912,bitcoin-above-72400-on-august-20-2026-3pm-et,"Bitcoin above 72,400 on August 20, 3PM ET?",KXBTCD-26AUG2015-T72399.99,"Bitcoin price on Aug 20, 2026?","$72,400 or above",72400,exclusive,above,72399.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72399.99 vs 72400 on a 0.01 grid), so any settled value in (72399.99, 72400] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747911|kalshi:KXBTCD-26AUG2015-T72599.99,crypto:btc,Bitcoin,3747911,bitcoin-above-72600-on-august-20-2026-3pm-et,"Bitcoin above 72,600 on August 20, 3PM ET?",KXBTCD-26AUG2015-T72599.99,"Bitcoin price on Aug 20, 2026?","$72,600 or above",72600,exclusive,above,72599.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72599.99 vs 72600 on a 0.01 grid), so any settled value in (72599.99, 72600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3747910|kalshi:KXBTCD-26AUG2015-T72999.99,crypto:btc,Bitcoin,3747910,bitcoin-above-73000-on-august-20-2026-3pm-et,"Bitcoin above 73,000 on August 20, 3PM ET?",KXBTCD-26AUG2015-T72999.99,"Bitcoin price on Aug 20, 2026?","$73,000 or above",73000,exclusive,above,72999.99,exclusive,above,0.01,2026-08-20T19:00:00Z,1787252400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (72999.99 vs 73000 on a 0.01 grid), so any settled value in (72999.99, 73000] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
